,Player,Span,Mat,Inns,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,Unnamed: 11
9,JJ Huo (Moz),2019-2019,7,6,1,1,0,0,1,1 (1ct 0st),0.166,
10,J Hurley (Arg),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
11,A Husain (Arg),2019-2019,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
12,GM Hyde (Blz),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
13,Ibrahim Nashath (Mald),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
14,Ibrahim Rizan (Mald),2019-2019,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
15,Ibrahim Zadran (AFG),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
16,AF Ifill (Caym),2019-2019,6,6,1,1,0,0,1,1 (1ct 0st),0.166,
17,Iftikhar Ahmed (PAK),2016-2019,6,6,1,1,0,0,1,1 (1ct 0st),0.166,
18,Ilyas Ahmed (KUW),2019-2019,6,6,1,1,0,0,1,1 (1ct 0st),0.166,
19,Imran Ashraf (QAT),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
20,Imran Haider (UAE),2016-2019,11,11,1,1,0,0,1,1 (1ct 0st),0.09,
21,PJ Ingram (NZ),2010-2010,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
22,DF Jacobs (THAI),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
23,KM Jadhav (INDIA),2015-2017,9,9,1,1,0,0,1,1 (1ct 0st),0.111,
24,S Jamil (Belg),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
25,Jasdeep Singh (USA),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
26,Jaspreet Singh (ITA),2019-2019,5,4,1,1,0,0,1,1 (1ct 0st),0.25,
27,K Jethi (CAN),2008-2008,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
28,J Jojo (DEN),2019-2019,7,5,1,1,0,0,1,1 (1ct 0st),0.2,
29,MO Jones (BMUDA),2019-2019,8,8,1,1,0,0,1,1 (1ct 0st),0.125,
30,NG Jones (IRE),2010-2012,5,4,1,1,0,0,1,1 (1ct 0st),0.25,
31,C Jonker (SA),2018-2018,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
32,Junaid Siddique (BDESH),2007-2012,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
33,Kaleem Shah (Moz),2019-2019,7,6,1,1,0,0,1,1 (1ct 0st),0.166,
34,JK Kamande (KENYA),2007-2010,12,12,1,1,0,0,1,1 (1ct 0st),0.083,
35,Kamran Shazad (UAE),2014-2014,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
36,TE Kane (IRE),2015-2019,7,5,1,1,0,0,1,1 (1ct 0st),0.2,
37,S Keshvani (CAN),2010-2010,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
38,RWT Key (ENG),2009-2009,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
39,N Khanna (MALTA),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
40,Khizer Ahmed (NOR),2019-2019,5,5,1,0,1,0,0,1 (0ct 1st),0.2,
41,N Khosla (MALTA),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
42,Khurram Chohan (CAN),2010-2010,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
43,TCR Kimber (GUE),2019-2019,3,3,1,0,1,0,0,1 (0ct 1st),0.33299999999999996,
44,NR Kirton (CAN),2019-2019,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
45,RK Kleinveldt (SA),2008-2013,6,6,1,1,0,0,1,1 (1ct 0st),0.166,
46,Kuldeep Singh (PHI),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
47,P Kumar (INDIA),2008-2012,10,10,1,1,0,0,1,1 (1ct 0st),0.1,
48,R Kumar (ROM),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
49,UKPW Kumaranayaka (KUW),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
0,A Lagos (),2019-2019,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
1,H Lakov (),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
2,CK Langeveldt (SA),2005-2010,9,9,1,1,0,0,1,1 (1ct 0st),0.111,
3,B Laughlin (AUS),2009-2013,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
4,J Lewis (ENG),2005-2007,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
5,ML Lewis (AUS),2006-2006,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
6,RN Lewis (WI),2008-2008,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
7,NCK Liyanage (MAL),2019-2019,6,5,1,1,0,0,1,1 (1ct 0st),0.2,
8,KS Lokuarachchi (SL),2012-2012,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
9,J Long (PHI),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
10,T Lungameni (NAM),2019-2019,6,6,1,1,0,0,1,1 (1ct 0st),0.166,
11,GD McGrath (AUS),2005-2005,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
12,NJ Maddinson (AUS),2013-2018,6,6,1,1,0,0,1,1 (1ct 0st),0.166,
13,DL Maddy (ENG),2007-2007,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
14,Mahedi Hasan (BDESH),2018-2018,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
15,Mahmad Data (PNM),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
16,S Mahmood (ENG),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
17,SI Mahmood (ENG),2006-2009,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
18,GI Maiden (SCOT),2008-2008,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
19,BF Mailata (Samoa),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
20,GT Main (SCOT),2015-2016,4,2,1,1,0,0,1,1 (1ct 0st),0.5,
21,D Maisuria (Botsw),2019-2019,6,6,1,1,0,0,1,1 (1ct 0st),0.166,
22,A Makesh (KUW),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
23,AK Mandal (NEPAL),2015-2015,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
24,Mandeep Singh (INDIA),2016-2016,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
25,P Manning (Caym),2019-2019,6,6,1,1,0,0,1,1 (1ct 0st),0.166,
26,AK Markram (SA),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
27,HJH Marshall (NZ),2005-2006,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
28,OM Marshall (Peru),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
29,CS Martin (NZ),2007-2008,6,6,1,1,0,0,1,1 (1ct 0st),0.166,
30,DR Martyn (AUS),2005-2006,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
31,I Master (Botsw),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
32,GE Mathurin (WI),2011-2012,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
33,B Mavuta (ZIM),2018-2018,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
34,M Meade (Chile),2019-2019,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
35,SC Meaker (ENG),2012-2012,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
36,J Mees (LUX),2019-2019,3,3,1,1,0,1,0,1 (1ct 0st),0.33299999999999996,
37,PHKD Mendis (SL),2018-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
38,CAJ Meschede (GER),2019-2019,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
39,KO Meth (ZIM),2012-2012,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
40,Mian Mehmood (PORT),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
41,AJ Michael (Samoa),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
42,TS Mills (ENG/ICC),2016-2018,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
43,A Mishra (INDIA),2010-2017,10,10,1,1,0,0,1,1 (1ct 0st),0.1,
44,P Mishra (),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
45,K Modise (Botsw),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
46,Mohammad Irfan (PAK),2012-2019,22,22,1,1,0,0,1,1 (1ct 0st),0.045,
47,Mohammad Kashif (NL),2010-2010,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
48,Mohammad Shahzad (UAE),2015-2017,20,20,1,1,0,0,1,1 (1ct 0st),0.05,
49,Mohammad Tauqir (UAE),2015-2015,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
0,Mohammad Yousuf (PAK),2006-2010,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
1,JN Mohammed (WI),2017-2018,9,9,1,1,0,0,1,1 (1ct 0st),0.111,
2,Mohammed Qasim (UAE),2016-2017,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
3,Mohammed Siraj (INDIA),2017-2018,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
4,HJC Mol (NL),2008-2008,4,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
5,Mominul Haque (BDESH),2012-2014,6,6,1,1,0,0,1,1 (1ct 0st),0.166,
6,D Mongia (INDIA),2006-2006,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
7,M Mooketsi (Botsw),2019-2019,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
8,Mudassar Muhammad (GER),2019-2019,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
9,Muhamad Syahadat (MAL),2019-2019,10,9,1,1,0,0,1,1 (1ct 0st),0.111,
10,Muhammad Amir (MAL),2019-2019,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
11,Muhammad Asjed (ESP),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
12,Muhammad Kaleem (UAE),2016-2016,9,9,1,1,0,0,1,1 (1ct 0st),0.111,
13,Muhammad Khurram (MWI),2019-2019,5,5,1,1,0,1,0,1 (1ct 0st),0.2,
14,Muhammad Naeem (Saudi),2019-2019,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
15,Muhammad Saleem (),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
16,JK Mukhiya (NEPAL),2014-2015,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
17,EMDY Munaweera (SL),2012-2017,13,13,1,1,0,0,1,1 (1ct 0st),0.076,
18,GBW Munaweera (QAT),2019-2019,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
19,Munir Dar (HKG),2014-2014,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
20,M Muralitharan (SL),2006-2010,12,12,1,1,0,0,1,1 (1ct 0st),0.083,
21,D Murphy (SCOT),2013-2013,4,4,1,1,0,1,0,1 (1ct 0st),0.25,
22,Musawar Shah (QAT),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
23,N M'shangwe (ZIM),2013-2014,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
24,AK Muslar (Blz),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
25,Muslim Yar (GER),2019-2019,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
26,T Muzarabani (ZIM),2015-2016,9,9,1,1,0,0,1,1 (1ct 0st),0.111,
27,M Mwamadi (MWI),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
28,Najjam Shahzad (PORT),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
29,DM Nakrani (UGA),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
30,W Nalisa (VAN),2019-2019,9,9,1,1,0,0,1,1 (1ct 0st),0.111,
31,DP Nannes (AUS/NL),2009-2010,17,17,1,1,0,0,1,1 (1ct 0st),0.057999999999999996,
32,Naseem Khushi (OMAN),2017-2019,10,10,1,1,0,0,1,1 (1ct 0st),0.1,
33,A Nathwani (Aut),2019-2019,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
34,A Natubhai Ahir (PNM),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
35,Naveed Ahmed (CZK-R),2019-2019,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
36,Nazakat Ali (NOR),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
37,Nazril Rahman (MAL),2019-2019,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
38,A Nel (SA),2005-2007,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
39,JD Nel (SCOT),2007-2010,10,9,1,1,0,0,1,1 (1ct 0st),0.111,
40,L Ngidi (SA),2017-2018,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
41,PA Nixon (ENG),2007-2007,1,1,1,0,1,0,0,1 (0ct 1st),1.0,
42,L Nussbaumer (GUE),2019-2019,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
43,SH Obed (VAN),2019-2019,12,12,1,1,0,0,1,1 (1ct 0st),0.083,
44,E Ochieng (KENYA),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
45,PP Ojha (INDIA),2009-2010,6,6,1,1,0,0,1,1 (1ct 0st),0.166,
46,SNJ O'Keefe (AUS),2010-2011,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
47,IO Okpe (NGA),2019-2019,8,8,1,1,0,0,1,1 (1ct 0st),0.125,
48,R Olipa (UGA),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
49,Omar Hayat (DEN),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
0,A Otwani (UGA),2019-2019,4,4,1,1,0,1,0,1 (1ct 0st),0.25,
1,SD Outerbridge (BMUDA),2008-2008,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
2,E Packard (GIBR),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
3,K Pala (PNG),2015-2015,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
4,I Pandey (NEPAL),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
5,NMS Param (SGP),2019-2019,8,8,1,1,0,0,1,1 (1ct 0st),0.125,
6,PA Patel (INDIA),2011-2011,2,2,1,1,0,1,0,1 (1ct 0st),0.5,
7,RN Patel (KENYA),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
8,D Paterson (SA),2017-2018,8,8,1,1,0,0,1,1 (1ct 0st),0.125,
9,C Pengkumta (THAI),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
10,AK Perera (SL),2013-2019,6,6,1,1,0,0,1,1 (1ct 0st),0.166,
11,SL Perera (Ghana),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
12,WKD Perkins (WI),2008-2008,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
13,J Perman (ESP),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
14,AN Petersen (SA),2010-2010,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
15,VD Philander (SA),2007-2007,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
16,K Pierre (WI),2018-2019,8,8,1,1,0,0,1,1 (1ct 0st),0.125,
17,R Pillai (GER),2019-2019,6,6,1,1,0,0,1,1 (1ct 0st),0.166,
18,R Pisal (ROM),2019-2019,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
19,S Pokhriyal (CZK-R),2019-2019,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
20,KOA Powell (WI),2014-2014,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
21,M Pushpakumara (SL),2009-2009,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
22,A Rangaswamy (Botsw),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
23,Raqibul Hasan (BDESH),2008-2010,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
24,Raza Iqbal (NOR),2019-2019,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
25,CMW Read (ENG),2006-2006,1,1,1,1,0,1,0,1 (1ct 0st),1.0,
26,FL Reifer (WI),2009-2009,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
27,JB Reva (PNG),2015-2019,9,9,1,1,0,0,1,1 (1ct 0st),0.111,
28,KAJ Roach (WI),2008-2012,11,11,1,1,0,0,1,1 (1ct 0st),0.09,
29,IH Romaine (BMUDA),2008-2008,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
30,Rubel Hossain (BDESH),2009-2018,27,26,1,1,0,0,1,1 (1ct 0st),0.038,
31,Rumman Raees (PAK),2016-2018,8,8,1,1,0,0,1,1 (1ct 0st),0.125,
32,RJMGM Rupasinghe (SL),2009-2009,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
33,GR Russ (PHI),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
34,HD Rutherford (NZ),2013-2019,8,8,1,1,0,0,1,1 (1ct 0st),0.125,
35,SE Rutherford (WI),2018-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
36,Saad Nasim (PAK),2014-2014,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
37,VM Sachdev (PNM),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
38,Sadeeq Khan (ROM),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
39,Sahir Naqash (GER),2019-2019,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
40,NA Saini (INDIA),2019-2019,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
41,Sajedul Islam (BDESH),2013-2013,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
42,AM Samad (CAN),2008-2010,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
43,SV Samson (INDIA),2015-2015,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
44,R Sandaruwan (KUW),2019-2019,10,10,1,1,0,0,1,1 (1ct 0st),0.1,
45,JRMVB Sanjaya (SL),2017-2017,8,8,1,1,0,0,1,1 (1ct 0st),0.125,
46,K Santokie (WI),2011-2014,12,12,1,1,0,0,1,1 (1ct 0st),0.083,
47,Saqlain Arshad (QAT),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
48,M Sarenac (Serb),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
49,A Sarma (GER),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
0,MM Sarwar (KUW),2019-2019,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
1,I Sawmy (DEN),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
2,Sayed Shirzad (AFG),2015-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
3,CP Schofield (ENG),2007-2007,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
4,Shaffeq Muhammad (),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
5,Shafiul Islam (BDESH),2010-2019,17,17,1,1,0,0,1,1 (1ct 0st),0.057999999999999996,
6,Shaheen Shah Afridi (PAK),2018-2019,10,10,1,1,0,0,1,1 (1ct 0st),0.1,
7,Shaheryar Butt (Belg),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
8,Shahid Wasif (HKG),2016-2019,9,9,1,1,0,0,1,1 (1ct 0st),0.111,
9,Shahriar Nafees (BDESH),2006-2006,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
10,A Shahzad (ENG),2010-2011,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
11,Shamsudheen Purat (Saudi),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
12,JNK Shannon (IRE),2013-2018,8,8,1,1,0,0,1,1 (1ct 0st),0.125,
13,Sharafuddin Ashraf (AFG),2015-2019,8,8,1,1,0,0,1,1 (1ct 0st),0.125,
14,MM Sharma (INDIA),2014-2015,8,8,1,1,0,0,1,1 (1ct 0st),0.125,
15,V Shetty (UAE),2014-2014,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
16,Shoaib Khan jnr (PAK),2008-2008,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
17,Shuvagata Hom (BDESH),2016-2016,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
18,EHSN Silva (UAE),2014-2014,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
19,KRP Silva (USA),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
20,M Simpson-Parker (Aut),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
21,J Singye (BHU),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
22,DS Smith (WI),2007-2009,6,6,1,1,0,0,1,1 (1ct 0st),0.166,
23,SJS Smith (SCOT),2010-2012,5,5,1,0,1,0,0,1 (0ct 1st),0.2,
24,J Smits (NL),2008-2009,6,5,1,1,0,1,0,1 (1ct 0st),0.2,
25,JT Smuts (SA),2017-2018,8,8,1,1,0,0,1,1 (1ct 0st),0.125,
26,JN Snape (ENG),2007-2007,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
27,CB Sole (SCOT),2017-2018,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
28,A Srivastav (Chile),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
29,ACF Stokes (GUE),2019-2019,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
30,AJ Strauss (ENG),2005-2009,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
31,R Strydom (IRE),2008-2008,4,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
32,Sufyan Mehmood (OMAN),2015-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
33,P Syafiq Ali (MAL),2019-2019,2,1,1,1,0,0,1,1 (1ct 0st),1.0,
34,Syed Rasel (BDESH),2007-2008,8,8,1,1,0,0,1,1 (1ct 0st),0.125,
35,Tanveer Ahmed (HKG),2016-2017,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
36,Taskin Ahmed (BDESH),2014-2018,19,17,1,1,0,0,1,1 (1ct 0st),0.057999999999999996,
37,P Taylor (CZK-R),2019-2019,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
38,T Taylor (Caym),2019-2019,6,6,1,1,0,0,1,1 (1ct 0st),0.166,
39,SR Tendulkar (INDIA),2006-2006,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
40,SP Terry (IRE),2016-2016,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
41,DC Thomas (WI),2009-2013,3,3,1,0,1,0,0,1 (0ct 1st),0.33299999999999996,
42,S Tobgay (BHU),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
43,GC Tonge (WI),2009-2009,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
44,RJW Topley (ENG),2015-2016,6,6,1,1,0,0,1,1 (1ct 0st),0.166,
45,A Tripathi (Mex),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
46,LL Tsotsobe (SA),2009-2014,23,23,1,1,0,0,1,1 (1ct 0st),0.043,
47,JJ Tucker (BMUDA),2019-2019,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
48,S Tyagi (INDIA),2009-2009,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
49,A Uniyal (Chile),2019-2019,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
0,Usama Master (MWI),2019-2019,6,6,1,1,0,0,1,1 (1ct 0st),0.166,
1,Usman Ali (Saudi),2019-2019,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
2,Usman Limbada (CAN),2010-2013,7,7,1,1,0,0,1,1 (1ct 0st),0.142,
3,Usman Shinwari (PAK),2013-2019,16,16,1,1,0,0,1,1 (1ct 0st),0.062,
4,Usman Waheed (KUW),2019-2019,6,6,1,1,0,0,1,1 (1ct 0st),0.166,
5,JDF Vandersay (SL),2015-2019,10,10,1,1,0,0,1,1 (1ct 0st),0.1,
6,MB van Schelven (NL),2015-2015,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
7,TCW Veillard (GUE),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
8,S Vijayakumar (SGP),2019-2019,9,9,1,1,0,0,1,1 (1ct 0st),0.111,
9,Vimal Kumar (PHI),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
10,R Vinay Kumar (INDIA),2010-2013,9,9,1,1,0,0,1,1 (1ct 0st),0.111,
11,L Vincent (NZ),2006-2007,9,9,1,1,0,0,1,1 (1ct 0st),0.111,
12,W Viraliliu (VAN),2019-2019,10,10,1,1,0,0,1,1 (1ct 0st),0.1,
13,Vishal Ahir (PNM),2019-2019,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
14,KDK Vithanage (SL),2014-2016,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
15,Waqar Khan (Peru),2019-2019,4,4,1,1,0,0,1,1 (1ct 0st),0.25,
16,Waqas Ali (Belg),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
17,Washeem Abbas (MALTA),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
18,VS Wategaonkar (OMAN),2016-2016,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
19,RM West (IRE),2009-2009,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
20,AA Westphal (Mex),2019-2019,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
21,BTJ Wheal (SCOT),2016-2017,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
22,BM Wheeler (NZ),2017-2018,6,6,1,1,0,0,1,1 (1ct 0st),0.166,
23,S Wickramasekara (CZK-R),2019-2019,5,5,1,1,0,0,1,1 (1ct 0st),0.2,
24,SA Wijeyeratne (CAN),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
25,JD Wildermuth (AUS),2018-2018,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
26,CR Woakes (ENG),2011-2015,8,8,1,1,0,0,1,1 (1ct 0st),0.125,
27,LJ Woodcock (NZ),2010-2011,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
28,GH Worker (NZ),2015-2015,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
29,AS Wright (GUE),2019-2019,8,8,1,1,0,0,1,1 (1ct 0st),0.125,
30,CM Wright (SCOT),2007-2009,3,2,1,1,0,0,1,1 (1ct 0st),0.5,
31,HN Ya France (NAM),2019-2019,6,6,1,1,0,0,1,1 (1ct 0st),0.166,
32,Yasar Idrees (KUW),2019-2019,1,1,1,1,0,0,1,1 (1ct 0st),1.0,
33,Yasir Arafat (PAK),2007-2012,13,13,1,1,0,0,1,1 (1ct 0st),0.076,
34,Zaheer Maqsood (UAE),2015-2016,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
35,Zahid Hussain (CAN),2012-2012,3,3,1,1,0,0,1,1 (1ct 0st),0.33299999999999996,
36,Zameer Khan (DEN),2019-2019,2,2,1,1,0,0,1,1 (1ct 0st),0.5,
37,A Zampa (AUS),2016-2019,27,26,1,1,0,0,1,1 (1ct 0st),0.038,
