,Player,Span,Mat,Inns,Balls,Runs,Wkts,BBI,Ave,Econ,SR,4,5,Unnamed: 13
21,RC Haynes (WI),1989-1991,8,7,270,224,5,2/36,44.8,4.97,54.0,0,0,
22,TJ Heggelman (NL),2010-2011,5,3,102,86,5,3/29,17.2,5.05,20.4,0,0,
23,IG Holland (USA),2019-2019,4,4,138,100,5,3/11,20.0,4.34,27.6,0,0,
24,RO Hurley (WI),2003-2004,9,7,378,313,5,1/25,62.6,4.96,75.6,0,0,
25,Ijaz Ahmed (PAK),1986-2000,250,28,637,476,5,2/31,95.2,4.48,127.4,0,0,
26,Jasdeep Singh (USA),2019-2019,4,4,114,104,5,4/51,20.8,5.47,22.8,1,0,
27,Jay Odedra (OMAN),2019-2019,2,2,120,82,5,4/34,16.4,4.1,24.0,1,0,
28,S Jeganathan (SL),1983-1988,5,5,276,208,5,2/45,41.6,4.52,55.2,0,0,
29,D Joseph (CAN),2003-2003,4,4,186,170,5,2/42,34.0,5.48,37.2,0,0,
30,Karan KC (NEPAL),2018-2019,5,5,234,199,5,2/31,39.8,5.1,46.8,0,0,
31,RJ Kennedy (NZ),1996-1996,7,7,312,283,5,2/36,56.6,5.44,62.4,0,0,
32,SC Kuggeleijn (NZ),2017-2017,2,2,84,58,5,3/41,11.6,4.14,16.8,0,0,
33,JB Little (IRE),2019-2019,4,4,216,262,5,4/45,52.4,7.27,43.2,1,0,
34,SW Lubbers (NL),1996-1996,4,4,216,187,5,3/48,37.4,5.19,43.2,0,0,
35,MAWR Madurasinghe (SL),1988-1992,12,11,480,358,5,1/11,71.6,4.47,96.0,0,0,
36,Manzoor Akhtar (PAK),1997-1998,7,6,199,184,5,4/50,36.8,5.54,39.8,1,0,
37,Mohammad Hasnain (PAK),2019-2019,5,5,246,303,5,2/52,60.6,7.39,49.2,0,0,
38,Mohammad Khalil (PAK),2005-2005,3,3,144,144,5,2/55,28.8,6.0,28.8,0,0,
39,HJC Mol (NL),2002-2008,11,7,182,149,5,2/17,29.8,4.91,36.4,0,0,
40,J Mulder (IRE),2017-2017,4,4,186,155,5,3/57,31.0,5.0,37.2,0,0,
41,Nadeem Ghauri (PAK),1990-1990,6,6,342,230,5,2/51,46.0,4.03,68.4,0,0,
42,Naseer Malik (PAK),1975-1975,3,3,180,98,5,2/37,19.6,3.26,36.0,0,0,
43,BP Nash (WI),2008-2009,9,6,294,224,5,3/56,44.8,4.57,58.8,0,0,
44,Nazmul Islam (BDESH),2018-2018,5,5,264,224,5,2/38,44.8,5.09,52.8,0,0,
45,TS Nethula (NZ),2012-2012,5,5,264,249,5,2/41,49.8,5.65,52.8,0,0,
46,LN Oluoch (KENYA),2011-2011,2,2,96,79,5,3/41,15.8,4.93,19.2,0,0,
47,ARM Opatha (SL),1975-1979,5,5,253,180,5,3/31,36.0,4.26,50.6,0,0,
48,SMA Priyanjan (SL),2013-2015,23,14,265,233,5,2/11,46.6,5.27,53.0,0,0,
49,Qaiser Ali (CAN),2006-2008,17,6,182,132,5,3/28,26.4,4.35,36.4,0,0,
0,DB Rundle (SA),1994-1994,2,2,96,95,5,4/42,19.0,5.93,19.2,1,0,
1,Saleem Altaf (PAK),1973-1978,6,6,285,151,5,2/7,30.2,3.17,57.0,0,0,
2,IDK Salisbury (ENG),1993-1994,4,4,186,177,5,3/41,35.4,5.7,37.2,0,0,
3,TAP Sekhar (INDIA),1983-1985,4,4,156,128,5,3/23,25.6,4.92,31.2,0,0,
4,JJ Smit (NAM),2019-2019,5,5,156,120,5,3/21,24.0,4.61,31.2,0,0,
5,RS Sodhi (INDIA),2000-2002,18,14,462,365,5,2/31,73.0,4.74,92.4,0,0,
6,RD Steede (BMUDA),2006-2008,8,8,312,257,5,1/21,51.4,4.94,62.4,0,0,
7,Sunzamul Islam (BDESH),2017-2018,3,3,150,79,5,2/22,15.8,3.16,30.0,0,0,
8,Tanveer Ahmed (HKG),2016-2018,6,6,229,208,5,2/49,41.6,5.44,45.8,0,0,
9,MK Tiwary (INDIA),2008-2015,12,6,132,150,5,4/61,30.0,6.81,26.4,1,0,
10,GC Tonge (WI),2009-2009,5,5,300,224,5,4/25,44.8,4.48,60.0,1,0,
11,S Venkataraghavan (INDIA),1974-1983,15,14,868,542,5,2/34,108.4,3.74,173.6,0,0,
12,T Yohannan (INDIA),2002-2002,3,3,120,122,5,3/33,24.4,6.1,24.0,0,0,
13,Sultan Zarawani (UAE),1994-1996,7,7,264,257,5,2/49,51.4,5.84,52.8,0,0,
14,Aamer Hanif (PAK),1993-1995,5,4,130,122,4,3/36,30.5,5.63,32.5,0,0,
15,Afzaal Haider (HKG),2004-2008,4,4,180,227,4,1/31,56.75,7.56,45.0,0,0,
16,FA Allen (WI),2018-2019,12,11,360,360,4,2/40,90.0,6.0,90.0,0,0,
17,J Angel (AUS),1994-1995,3,3,162,113,4,2/47,28.25,4.18,40.5,0,0,
18,Ashfaq Ahmed (UAE),2018-2019,16,7,223,185,4,2/55,46.25,4.97,55.7,0,0,
19,Asim Butt (SCOT),1999-1999,5,5,222,148,4,2/24,37.0,4.0,55.5,0,0,
20,Azhar Ali (PAK),2011-2018,53,14,258,260,4,2/26,65.0,6.04,64.5,0,0,
21,Azhar Hossain (BDESH),1988-1990,7,7,263,209,4,1/20,52.25,4.76,65.7,0,0,
22,GR Beard (AUS),1981-1981,2,2,112,70,4,2/20,17.5,3.75,28.0,0,0,
23,DM Benkenstein (SA),1998-2002,23,4,65,44,4,3/5,11.0,4.06,16.2,0,0,
24,MJ Bennett (AUS),1984-1985,8,8,408,275,4,2/27,68.75,4.04,102.0,0,0,
25,Bilal Khan (OMAN),2019-2019,4,4,222,151,4,2/32,37.75,4.08,55.5,0,0,
26,JL Carter (WI),2015-2019,33,12,136,160,4,2/14,40.0,7.05,34.0,0,0,
27,NA David (INDIA),1997-1997,4,4,192,133,4,3/21,33.25,4.15,48.0,0,0,
28,AP Devcich (NZ),2013-2016,12,11,324,291,4,2/33,72.75,5.38,81.0,0,0,
29,R Dravid (Asia/ICC/INDIA),1996-2011,344,8,186,170,4,2/43,42.5,5.48,46.5,0,0,
30,CJ Drum (NZ),1999-1999,5,5,216,261,4,2/31,65.25,7.25,54.0,0,0,
31,Ehsan Adil (PAK),2013-2015,6,6,225,223,4,1/31,55.75,5.94,56.2,0,0,
32,AJ Finch (AUS),2013-2019,119,19,266,239,4,1/2,59.75,5.39,66.5,0,0,
33,N Gifford (ENG),1985-1985,2,2,120,50,4,4/23,12.5,2.5,30.0,1,0,
34,MW Goodwin (ZIM),1998-2000,71,15,248,210,4,1/12,52.5,5.08,62.0,0,0,
35,MJ Guptill (NZ),2009-2019,179,11,109,98,4,2/6,24.5,5.39,27.2,0,0,
36,R Illingworth (ENG),1971-1973,3,2,130,84,4,3/50,21.0,3.87,32.5,0,0,
37,Ilyas Gull (HKG),2004-2004,2,2,114,113,4,3/46,28.25,5.94,28.5,0,0,
38,Intikhab Alam (PAK),1973-1976,4,4,158,118,4,2/36,29.5,4.48,39.5,0,0,
39,MM Iqbal (SCOT),2009-2014,13,8,270,270,4,2/35,67.5,6.0,67.5,0,0,
40,KCB Jeremy (WI),2000-2001,6,5,192,163,4,2/42,40.75,5.09,48.0,0,0,
41,AH Jones (NZ),1987-1995,87,11,306,216,4,2/42,54.0,4.23,76.5,0,0,
42,Jubair Hossain (BDESH),2014-2015,3,3,114,114,4,2/41,28.5,6.0,28.5,0,0,
43,Junaid Siddiqui (CAN),2011-2014,9,9,400,302,4,1/20,75.5,4.53,100.0,0,0,
44,K Kamyuka (CAN),2013-2013,2,2,47,47,4,4/38,11.75,6.0,11.7,1,0,
45,E Katchay (CAN),2008-2009,5,5,174,143,4,3/39,35.75,4.93,43.5,0,0,
46,V Kohli (INDIA),2008-2019,242,48,641,665,4,1/15,166.25,6.22,160.2,0,0,
47,BC Lara (ICC/WI),1990-2007,299,5,49,61,4,2/5,15.25,7.46,12.2,0,0,
48,B Laughlin (AUS),2009-2009,5,5,224,219,4,1/28,54.75,5.86,56.0,0,0,
49,DV Lawrence (ENG),1991-1991,1,1,66,67,4,4/67,16.75,6.09,16.5,1,0,
0,OC McCoy (WI),2018-2018,2,2,84,109,4,2/38,27.25,7.78,21.0,0,0,
1,A McGrath (ENG),2003-2004,14,7,228,175,4,1/13,43.75,4.6,57.0,0,0,
2,LD Madushanka (SL),2017-2017,4,4,144,172,4,2/70,43.0,7.16,36.0,0,0,
3,T Maruma (ZIM),2007-2019,21,9,225,230,4,2/50,57.5,6.13,56.2,0,0,
4,Mehrab Hossain jnr (BDESH),2006-2009,18,10,253,214,4,2/30,53.5,5.07,63.2,0,0,
5,JP Millmow (NZ),1990-1990,5,5,270,232,4,2/22,58.0,5.15,67.5,0,0,
6,Mohammad Talha (PAK),2014-2014,3,3,122,146,4,2/22,36.5,7.18,30.5,0,0,
7,Mosharraf Hossain (BDESH),2008-2016,5,5,198,147,4,3/24,36.75,4.45,49.5,0,0,
8,AMN Munasinghe (SL),1994-1996,5,5,217,146,4,3/30,36.5,4.03,54.2,0,0,
9,Nizakat Khan (HKG),2014-2018,20,6,145,119,4,1/11,29.75,4.92,36.2,0,0,
10,G Onions (ENG),2009-2009,4,4,204,185,4,2/58,46.25,5.44,51.0,0,0,
11,SD Parry (ENG),2014-2014,2,2,114,92,4,3/32,23.0,4.84,28.5,0,0,
12,BJ Patel (KENYA),2001-2006,31,8,165,163,4,2/20,40.75,5.92,41.2,0,0,
13,D Paterson (SA),2017-2019,4,4,209,217,4,3/44,54.25,6.22,52.2,0,0,
14,MR Ramprakash (ENG),1991-2001,18,5,132,108,4,3/28,27.0,4.9,33.0,0,0,
15,B Regmi (NEPAL),2018-2019,4,4,174,117,4,2/49,29.25,4.03,43.5,0,0,
16,AM Salvi (INDIA),2003-2003,4,4,172,120,4,2/15,30.0,4.18,43.0,0,0,
17,JA Samarasekera (UAE),1994-1996,7,7,294,236,4,1/17,59.0,4.81,73.5,0,0,
18,Shaiman Anwar (UAE),2014-2019,40,7,117,134,4,3/61,33.5,6.87,29.2,0,0,
19,V Shankar (INDIA),2019-2019,12,9,233,210,4,2/15,52.5,5.4,58.2,0,0,
20,Sheikh Salahuddin (BDESH),1997-1997,6,6,246,249,4,2/48,62.25,6.07,61.5,0,0,
21,ED Solkar (INDIA),1974-1976,7,6,252,169,4,2/31,42.25,4.02,63.0,0,0,
22,BR Taylor (NZ),1973-1973,2,2,114,62,4,3/25,15.5,3.26,28.5,0,0,
23,DJ Terbrugge (SA),2000-2000,4,4,126,105,4,4/20,26.25,5.0,31.5,1,0,
24,ME Trescothick (ENG),2000-2006,123,13,232,219,4,2/7,54.75,5.66,58.0,0,0,
25,AJ Tudor (ENG),2002-2002,3,3,127,136,4,2/30,34.0,6.42,31.7,0,0,
26,RG Twose (NZ),1995-2001,87,11,272,235,4,2/31,58.75,5.18,68.0,0,0,
27,PS Vaidya (INDIA),1995-1996,4,4,184,174,4,2/41,43.5,5.67,46.0,0,0,
28,PA van Meekeren (NL),2013-2019,5,5,210,161,4,2/30,40.25,4.6,52.5,0,0,
29,LP van Troost (NL),2002-2007,23,11,246,280,4,2/29,70.0,6.82,61.5,0,0,
30,MDJ Walker (NZ),2003-2003,3,3,132,119,4,4/49,29.75,5.4,33.0,1,0,
31,HR Walsh (USA/WI),2019-2019,5,5,160,160,4,3/36,40.0,6.0,40.0,0,0,
32,KD Walters (AUS),1971-1981,28,10,314,273,4,2/24,68.25,5.21,78.5,0,0,
33,RJ Webb (NZ),1983-1983,3,3,161,105,4,2/28,26.25,3.91,40.2,0,0,
34,JW Wilson (NZ),1993-2005,6,6,242,260,4,2/21,65.0,6.44,60.5,0,0,
35,Yasir Arafat (PAK),2000-2009,11,10,414,373,4,1/28,93.25,5.4,103.5,0,0,
36,B Yograj Singh (INDIA),1980-1981,6,5,244,186,4,2/44,46.5,4.57,61.0,0,0,
37,Zaheer Maqsood (UAE),2015-2015,2,2,120,116,4,2/56,29.0,5.8,30.0,0,0,
38,Zulfiqar Ali (EAf),1975-1975,3,3,210,166,4,3/63,41.5,4.74,52.5,0,0,
39,Zulfiqar Babar (PAK),2014-2015,5,5,294,246,4,2/52,61.5,5.02,73.5,0,0,
40,NP Kenjige (USA),2019-2019,4,4,156,129,3,1/26,43.0,4.96,52.0,0,0,
41,Aamer Malik (PAK),1988-1994,24,5,120,86,3,2/35,28.66,4.3,40.0,0,0,
42,JS Ababu (KENYA),1999-2006,9,8,288,255,3,1/26,85.0,5.31,96.0,0,0,
43,Abu Hider (BDESH),2018-2018,2,2,108,89,3,2/50,29.66,4.94,36.0,0,0,
44,JP Agnew (ENG),1985-1985,3,3,126,120,3,3/38,40.0,5.71,42.0,0,0,
45,CR Amini (PNG),2014-2014,2,2,108,79,3,2/33,26.33,4.38,36.0,0,0,
46,HAG Anthony (WI),1995-1995,3,3,156,143,3,2/47,47.66,5.5,52.0,0,0,
47,Asghar Afghan (AFG),2009-2019,111,7,139,91,3,1/1,30.33,3.92,46.3,0,0,
48,AM Bacher (SA),1997-2005,13,3,108,64,3,2/36,21.33,3.55,36.0,0,0,
49,HK Badani (INDIA),2000-2004,40,9,183,149,3,1/7,49.66,4.88,61.0,0,0,
0,PJ Bakker (NL),1996-1996,5,5,258,215,3,2/51,71.66,5.0,86.0,0,0,
1,RL Bhudia (KENYA),2008-2009,5,5,180,151,3,2/42,50.33,5.03,60.0,0,0,
2,Bhupinder Singh snr (INDIA),1994-1994,2,2,102,78,3,3/34,26.0,4.58,34.0,0,0,
3,RJ Bright (AUS),1974-1986,11,10,462,350,3,1/28,116.66,4.54,154.0,0,0,
4,AJ Burger (NAM),2003-2003,6,5,96,104,3,1/18,34.66,6.5,32.0,0,0,
5,DK Butler (WI),2005-2006,5,5,246,188,3,1/25,62.66,4.58,82.0,0,0,
6,SJ Cameron (SCOT),2018-2018,2,2,109,123,3,2/64,41.0,6.77,36.3,0,0,
7,PE Cantrell (NL),1996-1996,5,5,186,170,3,1/18,56.66,5.48,62.0,0,0,
8,BS Chandrasekhar (INDIA),1976-1976,1,1,56,36,3,3/36,12.0,3.85,18.6,0,0,
9,U Chatterjee (INDIA),1995-1995,3,3,161,117,3,2/35,39.0,4.36,53.6,0,0,
10,WM Clark (AUS),1978-1978,2,2,100,61,3,2/39,20.33,3.66,33.3,0,0,
11,LA Dawson (ENG),2016-2018,3,2,84,96,3,2/70,32.0,6.85,28.0,0,0,
12,NA de Groot (CAN),2003-2003,6,3,81,88,3,2/45,29.33,6.51,27.0,0,0,
13,RL Dias (SL),1979-1987,58,6,56,70,3,3/25,23.33,7.5,18.6,0,0,
14,BL D'Oliveira (ENG),1971-1972,4,4,204,140,3,1/19,46.66,4.11,68.0,0,0,
15,KG Duers (ZIM),1992-1992,6,6,300,256,3,1/17,85.33,5.12,100.0,0,0,
16,Ehsanul Haque (BDESH),2002-2003,6,3,141,113,3,2/34,37.66,4.8,47.0,0,0,
17,Fawad Ahmed (AUS),2013-2013,3,3,144,145,3,1/39,48.33,6.04,48.0,0,0,
18,Fayyaz Butt (OMAN),2019-2019,5,5,198,165,3,2/28,55.0,5.0,66.0,0,0,
19,IS Gallage (SL),1999-2001,3,3,144,115,3,2/42,38.33,4.79,48.0,0,0,
20,JC Gamage (SL),1995-1995,4,4,132,104,3,2/17,34.66,4.72,44.0,0,0,
21,B Geeves (AUS),2008-2009,2,2,90,78,3,2/11,26.0,5.2,30.0,0,0,
22,RS Ghai (INDIA),1984-1986,6,6,275,260,3,1/38,86.66,5.67,91.6,0,0,
23,AP Grayson (ENG),2000-2001,2,2,90,60,3,3/40,20.0,4.0,30.0,0,0,
24,Haafiz Shahid (PAK),1988-1988,3,3,127,112,3,2/56,37.33,5.29,42.3,0,0,
25,GM Hamilton (SCOT),1999-2010,38,6,220,160,3,2/36,53.33,4.36,73.3,0,0,
26,PL Harris (SA),2008-2008,3,3,180,83,3,2/30,27.66,2.76,60.0,0,0,
27,Hasti Gul (AFG),2009-2009,2,2,114,73,3,2/48,24.33,3.84,38.0,0,0,
28,KC Hodsoll (BMUDA),2007-2008,3,3,102,100,3,2/48,33.33,5.88,34.0,0,0,
29,CK Hooper (CAN),2007-2010,5,5,169,181,3,1/17,60.33,6.42,56.3,0,0,
30,GP Howarth (NZ),1975-1985,70,7,90,68,3,1/4,22.66,4.53,30.0,0,0,
31,Inzamam-ul-Haq (Asia/PAK),1991-2007,378,6,58,64,3,1/0,21.33,6.62,19.3,0,0,
32,Iqbal Sikander (PAK),1992-1992,4,4,210,147,3,1/30,49.0,4.2,70.0,0,0,
33,SD Jack (SA),1994-1995,2,2,108,86,3,2/41,28.66,4.77,36.0,0,0,
34,GSNFG Jayasuriya (SL),2015-2019,12,11,312,277,3,1/15,92.33,5.32,104.0,0,0,
35,DM Jones (AUS),1984-1994,164,8,106,81,3,2/34,27.0,4.58,35.3,0,0,
36,Junaid Zia (PAK),2003-2003,4,4,145,127,3,3/21,42.33,5.25,48.3,0,0,
37,AI Kallicharran (WI),1973-1981,31,4,105,64,3,2/10,21.33,3.65,35.0,0,0,
38,Kamran Hussain (PAK),2008-2008,2,2,102,67,3,2/32,22.33,3.94,34.0,0,0,
39,Khalid Khan (HKG),2004-2004,2,2,108,93,3,2/62,31.0,5.16,36.0,0,0,
40,BL Kotze (NAM),2003-2003,5,5,258,276,3,2/51,92.0,6.41,86.0,0,0,
41,BP Kruger (NL),2010-2011,5,5,184,131,3,3/21,43.66,4.27,61.3,0,0,
42,DSK Madushanka (SL),2018-2018,1,1,37,26,3,3/26,8.66,4.21,12.3,0,0,
43,AK Markram (SA),2017-2019,26,6,120,132,3,2/18,44.0,6.6,40.0,0,0,
44,RAL Massie (AUS),1972-1972,3,3,183,129,3,2/35,43.0,4.22,61.0,0,0,
45,Mehmood Quaraishy (EAf),1975-1975,3,2,108,94,3,2/55,31.33,5.22,36.0,0,0,
46,JM Mennie (AUS),2016-2016,2,2,120,131,3,3/49,43.66,6.55,40.0,0,0,
47,PL Mhambrey (INDIA),1996-1998,3,3,126,120,3,2/69,40.0,5.71,42.0,0,0,
48,A Mithun (INDIA),2010-2011,5,5,180,203,3,2/32,67.66,6.76,60.0,0,0,
49,Mohammad Nazir (PAK),1980-1984,4,4,222,156,3,2/37,52.0,4.21,74.0,0,0,
0,GMC Mol (NL),2007-2008,6,6,162,111,3,2/23,37.0,4.11,54.0,0,0,
1,N M'shangwe (ZIM),2011-2014,6,6,336,260,3,2/50,86.66,4.64,112.0,0,0,
2,Najeeb Amar (HKG),2004-2008,4,4,240,172,3,2/40,57.33,4.3,80.0,0,0,
3,Nasir Aziz (UAE),2014-2015,5,5,264,257,3,1/50,85.66,5.84,88.0,0,0,
4,N Ncube (ZIM),2011-2011,1,1,53,69,3,3/69,23.0,7.81,17.6,0,0,
5,RG Nijman (NL),2009-2009,1,1,49,31,3,3/31,10.33,3.79,16.3,0,0,
6,D Olivier (SA),2019-2019,2,2,114,124,3,2/73,41.33,6.52,38.0,0,0,
7,A Patel (CAN),2003-2003,2,2,60,73,3,3/41,24.33,7.3,20.0,0,0,
8,Pervez Mir (PAK),1975-1977,3,3,122,77,3,1/17,25.66,3.78,40.6,0,0,
9,RT Ponting (AUS/ICC),1995-2012,375,5,150,104,3,1/12,34.66,4.16,50.0,0,0,
10,GD Porter (AUS),1979-1979,2,2,108,33,3,2/13,11.0,1.83,36.0,0,0,
11,R Powell (WI),2016-2018,34,13,245,243,3,1/7,81.0,5.95,81.6,0,0,
12,D Ramnarine (WI),1997-2001,4,4,200,164,3,2/52,54.66,4.92,66.6,0,0,
13,SK Ranasinghe (SL),1986-1986,4,4,126,96,3,1/28,32.0,4.57,42.0,0,0,
14,AT Rayudu (INDIA),2013-2019,55,9,121,124,3,1/5,41.33,6.14,40.3,0,0,
15,Sabbir Rahman (BDESH),2014-2019,66,21,306,345,3,1/12,115.0,6.76,102.0,0,0,
16,Saleem Raza (UAE),1994-1996,6,6,192,179,3,1/17,59.66,5.59,64.0,0,0,
17,GS Sandhu (AUS),2015-2015,2,2,120,107,3,2/49,35.66,5.35,40.0,0,0,
18,Sarandeep Singh (INDIA),2002-2003,5,5,258,180,3,2/34,60.0,4.18,86.0,0,0,
19,KF Semple (WI),1999-1999,7,4,132,121,3,2/35,40.33,5.5,44.0,0,0,
20,Shahid Saeed (PAK),1989-1993,10,7,222,159,3,2/20,53.0,4.29,74.0,0,0,
21,R Shepherd (WI),2019-2019,3,3,110,101,3,2/32,33.66,5.5,36.6,0,0,
22,L Siaka (PNG),2014-2019,25,11,204,146,3,2/33,48.66,4.29,68.0,0,0,
23,V Sibanda (Afr/ZIM),2003-2016,127,11,267,265,3,1/12,88.33,5.95,89.0,0,0,
24,D Soraine (CAN),2006-2012,4,3,113,94,3,2/57,31.33,4.99,37.6,0,0,
25,KR Stackpole (AUS),1971-1974,6,2,77,54,3,3/40,18.0,4.2,25.6,0,0,
26,LW Stott (NZ),1979-1979,1,1,72,48,3,3/48,16.0,4.0,24.0,0,0,
27,GP Sulzberger (NZ),2000-2000,3,3,132,102,3,1/28,34.0,4.63,44.0,0,0,
28,MR Swart (NL),2011-2014,12,11,366,306,3,1/21,102.0,5.01,122.0,0,0,
29,AR Tait (NZ),1998-1999,5,5,120,88,3,2/37,29.33,4.4,40.0,0,0,
30,HDRL Thirimanne (SL),2010-2019,127,4,104,94,3,2/36,31.33,5.42,34.6,0,0,
31,JG Thomas (ENG),1986-1987,3,3,156,144,3,2/59,48.0,5.53,52.0,0,0,
32,FJ Titmus (ENG),1975-1975,2,1,56,53,3,3/53,17.66,5.67,18.6,0,0,
33,MS Tshabalala (SA),2007-2007,4,4,150,151,3,1/30,50.33,6.04,50.0,0,0,
34,S Tyagi (INDIA),2009-2010,4,4,165,144,3,1/15,48.0,5.23,55.0,0,0,
35,JN Valentine (CAN),1979-1979,3,3,114,66,3,1/18,22.0,3.47,38.0,0,0,
36,Wajahatullah Wasti (PAK),1999-2000,15,3,55,69,3,3/36,23.0,7.52,18.3,0,0,
37,LJ Woodcock (NZ),2011-2011,4,4,164,155,3,2/58,51.66,5.67,54.6,0,0,
38,HN Ya France (NAM),2019-2019,4,4,138,96,3,2/31,32.0,4.17,46.0,0,0,
39,GN Yallop (AUS),1978-1984,30,4,138,119,3,2/28,39.66,5.17,46.0,0,0,
40,Younis Khan (PAK),2000-2015,265,20,284,288,3,1/3,96.0,6.08,94.6,0,0,
41,Zafar Iqbal (PAK),1995-1995,8,7,198,137,3,2/37,45.66,4.15,66.0,0,0,
42,Zahid Ahmed (PAK),1987-1987,2,2,96,61,3,2/24,20.33,3.81,32.0,0,0,
43,Aamer Yamin (PAK),2015-2018,4,4,156,154,2,1/38,77.0,5.92,78.0,0,0,
44,Aamir Kaleem (OMAN),2019-2019,2,2,77,54,2,2/30,27.0,4.2,38.5,0,0,
45,Abdullah Mazari (AFG),2010-2010,2,2,96,49,2,1/18,24.5,3.06,48.0,0,0,
46,Ahmed Shehzad (PAK),2009-2017,81,9,115,140,2,1/22,70.0,7.3,57.5,0,0,
47,Ali Asad (UAE),2004-2004,2,2,120,73,2,2/35,36.5,3.65,60.0,0,0,
48,DI Allan (KENYA),2011-2013,5,4,112,80,2,1/22,40.0,4.28,56.0,0,0,
49,GJAF Aponso (NL),1996-1996,5,5,242,257,2,1/57,128.5,6.37,121.0,0,0,
0,Asad Ali (PAK),2013-2013,4,4,180,115,2,1/22,57.5,3.83,90.0,0,0,
1,SV Bahutule (INDIA),1997-2003,8,7,294,283,2,1/31,141.5,5.77,147.0,0,0,
2,A Balbirnie (IRE),2010-2019,64,3,60,68,2,1/26,34.0,6.8,30.0,0,0,
3,MRCN Bandaratilleke (SL),1998-1998,3,3,144,111,2,2/34,55.5,4.62,72.0,0,0,
4,MD Bates (NZ),2012-2012,2,2,84,52,2,1/24,26.0,3.71,42.0,0,0,
5,S Bau (PNG),2016-2019,21,6,180,124,2,2/35,62.0,4.13,90.0,0,0,
6,LS Bhandari (NEPAL),2018-2018,1,1,54,43,2,2/43,21.5,4.77,27.0,0,0,
7,DR Briggs (ENG),2012-2012,1,1,60,39,2,2/39,19.5,3.9,30.0,0,0,
8,JE Brinkley (SCOT),1999-1999,5,3,168,117,2,1/29,58.5,4.17,84.0,0,0,
9,BS Browne (WI),1994-1994,4,4,180,156,2,2/50,78.0,5.2,90.0,0,0,
10,PH Carlson (AUS),1979-1979,4,3,168,70,2,1/21,35.0,2.5,84.0,0,0,
11,DL Chahar (INDIA),2018-2019,3,3,126,129,2,1/37,64.5,6.14,63.0,0,0,
12,IM Chappell (AUS),1971-1980,16,2,42,23,2,2/14,11.5,3.28,21.0,0,0,
13,GA Cope (ENG),1977-1978,2,2,112,35,2,1/16,17.5,1.87,56.0,0,0,
14,CS Cowdrey (ENG),1985-1985,3,2,52,55,2,1/3,27.5,6.34,26.0,0,0,
15,DJ Cullen (AUS),2006-2006,5,5,213,147,2,2/25,73.5,4.14,106.5,0,0,
16,SM Curran (ENG),2018-2018,2,2,72,90,2,2/44,45.0,7.5,36.0,0,0,
17,DDP D'Silva (UAE),2019-2019,3,2,102,71,2,2/20,35.5,4.17,51.0,0,0,
18,D Daesrath (CAN),2012-2013,4,2,72,48,2,1/13,24.0,4.0,36.0,0,0,
19,RR David (CAN),2008-2010,4,4,96,74,2,2/30,37.0,4.62,48.0,0,0,
20,DLS de Silva (SL),1979-1979,2,2,120,54,2,2/36,27.0,2.7,60.0,0,0,
21,BR Dorey (AUS),2006-2006,4,4,162,146,2,1/12,73.0,5.4,81.0,0,0,
22,F du Plessis (SA),2011-2019,143,11,192,189,2,1/8,94.5,5.9,96.0,0,0,
23,CE Eksteen (SA),1991-1994,6,6,222,181,2,1/26,90.5,4.89,111.0,0,0,
24,D Elgar (SA),2012-2018,8,4,96,67,2,1/11,33.5,4.18,48.0,0,0,
25,KADM Fernando (SL),2003-2003,1,1,42,13,2,2/13,6.5,1.85,21.0,0,0,
26,MLC Foster (WI),1973-1973,2,1,30,22,2,2/22,11.0,4.4,15.0,0,0,
27,RC Fredericks (WI),1973-1977,12,1,10,10,2,2/10,5.0,6.0,5.0,0,0,
28,D Gamage (SL),2003-2003,3,3,95,83,2,1/26,41.5,5.24,47.5,0,0,
29,WCA Ganegama (SL),2001-2006,4,3,66,88,2,2/27,44.0,8.0,33.0,0,0,
30,Gazi Ashraf (BDESH),1986-1990,7,3,51,33,2,1/7,16.5,3.88,25.5,0,0,
31,LR Gibbs (WI),1973-1975,3,3,156,59,2,1/12,29.5,2.26,78.0,0,0,
32,Golam Faruq (BDESH),1986-1990,5,5,186,116,2,1/22,58.0,3.74,93.0,0,0,
33,MS Gony (INDIA),2008-2008,2,2,78,76,2,2/65,38.0,5.84,39.0,0,0,
34,TR Gripper (ZIM),2001-2003,8,6,120,76,2,2/28,38.0,3.8,60.0,0,0,
35,TGJ Gruijters (NL),2010-2013,5,4,120,79,2,2/37,39.5,3.95,60.0,0,0,
36,Hammad Azam (PAK),2011-2015,11,8,198,169,2,1/21,84.5,5.12,99.0,0,0,
37,SM Harwood (AUS),2009-2009,1,1,60,57,2,2/57,28.5,5.7,30.0,0,0,
38,R Hekure (PNG),2019-2019,1,1,60,32,2,2/32,16.0,3.2,30.0,0,0,
39,CC Henry (CAN),1979-1979,2,2,90,53,2,2/27,26.5,3.53,45.0,0,0,
40,O Henry (SA),1992-1992,3,3,149,125,2,1/31,62.5,5.03,74.5,0,0,
41,H Hiri (PNG),2016-2019,7,4,60,56,2,1/6,28.0,5.6,30.0,0,0,
42,RG Holland (AUS),1985-1985,2,2,126,99,2,2/49,49.5,4.71,63.0,0,0,
43,MEK Hussey (AUS),2004-2012,185,13,240,235,2,1/22,117.5,5.87,120.0,0,0,
